home_id,price,area,living_area,kitchen_area,number_of_rooms,status,furnishing_status,bathroom,floor,total_floors,built_year,address,with_makler,home_ad_link
641,202000.0,120.0,96.0,24.0,4,new,unfurnished,private,10,12,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/arzon-yakkasaraj-premium-ozbegim-4kom-120m2-ul-bobura-centr-ID43hEy.html
642,41000.0,36.0,28.8,7.2,1,new,unfurnished,shared,6,12,,Shayxontohur,False,https://www.olx.uz/d/oz/obyavlenie/srochno-charx-novza-1kom-36m2-rovd-shajxan-oktepa-samarkand-darvoza-ID43jWC.html
643,60000.0,75.0,60.0,15.0,3,new,unfurnished,shared,13,16,,Sirg‘ali,False,https://www.olx.uz/d/oz/obyavlenie/srochno-kvartira-sotiladi-sergeli-yangi-darxon-3-13-16-75-m2-ID42SyH.html
644,66999.0,45.0,36.0,9.0,2,new,unfurnished,shared,2,10,,Yashnobod,False,https://www.olx.uz/d/oz/obyavlenie/arzon-safia-residence-2kom45m2-lisunova-aviasozlar-4dvorec-kadysheva-ID43hJZ.html
645,55500.0,68.0,67.0,12.0,3,new,unfurnished,private,15,16,2022.0,Yashnobod,False,https://www.olx.uz/d/oz/obyavlenie/yashnabod-olmos-mahallasi-3-15-16-srochno-sotiladi-ID3ZziN.html
646,278000.0,126.0,100.8,25.2,4,new,unfurnished,,2,16,,Yashnobod,False,https://www.olx.uz/d/oz/obyavlenie/infinity-sotuvda-4-xonalik-korobka-s-azimov-kochasi-c-1-ID41g92.html
647,46000.0,44.0,35.2,8.8,1,new,furnished,private,9,10,,Sirg‘ali,True,https://www.olx.uz/d/oz/obyavlenie/sergeli-green-hous-1-9-10-44-kv-srochno-ID43NMh.html
648,177002.0,280.0,224.0,56.0,5,new,furnished,shared,7,7,,Yunusobod,False,https://www.olx.uz/d/oz/obyavlenie/arzonnovostroyka-5xona-280m2-gishtli-evro-penthouse-yunusobod-2kv-ID43q8Y.html
649,165999.0,118.0,94.4,23.6,4,new,furnished,shared,5,8,,Mirzo-Ulug‘bek,False,https://www.olx.uz/d/oz/obyavlenie/prodaetsya-vek-4kom-118m2-parkenskij-rynok-podklyuch-haqiqiy-ID4268o.html
650,142000.0,110.0,110.0,22.0,4,new,unfurnished,private,6,10,,Olmazor,False,https://www.olx.uz/d/oz/obyavlenie/navastryoka-dom-sotiladi-lyuks-remont-kvartira-ID44qwZ.html
651,66000.0,68.0,68.0,25.0,2,new,unfurnished,shared,8,10,2023.0,Uchtepa,False,https://www.olx.uz/d/oz/obyavlenie/uchtepa-tumani-uy-sotiladi-2-8-10-eski-uy-bozir-ornida-qurilga-68-8-kv-ID43pdj.html
652,17500.0,35.39,35.39,35.39,1,new,unfurnished,private,8,10,2024.0,Chirchiq,False,https://www.olx.uz/d/oz/obyavlenie/karvon-bozorda-yanqi-qurilgan-uylarda-1-2-xonalik-uylarimiz-bor-ID44lwQ.html
653,67000.0,65.0,52.0,13.0,3,new,furnished,private,9,10,2022.0,Sirg‘ali,False,https://www.olx.uz/d/oz/obyavlenie/metro-3-bekat-300-metr-sergeli-3a-green-xaus-3-9-10-65-m-ID42YnB.html
654,66000.0,65.0,52.0,13.0,3,new,furnished,private,9,10,2021.0,Sirg‘ali,False,https://www.olx.uz/d/oz/obyavlenie/metro-3-bekat-200-metr-sergeli-3a-gren-xausda-3-xona-65-m-ID43FGP.html
655,90000.0,90.0,90.0,6.0,2,new,unfurnished,private,7,11,,Uchtepa,False,https://www.olx.uz/d/oz/obyavlenie/yakkasaroy-qushbegi-soxil-boyi-90-kv-ID41clR.html
656,40000.0,60.0,42.0,6.0,3,new,furnished,private,6,7,2018.0,Olmaliq,False,https://www.olx.uz/d/oz/obyavlenie/olmaliq-shahar-5-3-daha-yangi-uylar-ID3KGwn.html
657,226999.0,85.0,68.0,17.0,3,new,unfurnished,private,6,12,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/srochno-mirabad-avenue-golden-house-white-box-3kom-85m2-gospitalnyj-ID43rnm.html
658,154999.0,70.0,56.0,14.0,2,new,unfurnished,shared,9,11,,Yunusobod,False,https://www.olx.uz/d/oz/obyavlenie/arzon-muhtasham-2kom-70m2-c-5-metro-minor-finansovyj-institut-ID43rlM.html
659,350000.0,96.0,76.8,19.2,3,new,furnished,,6,6,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/mirabad-avenue-sotuvda-3-xonalik-uy-remont-kunaev-kochasi-gospitalniy-ID43CrO.html
660,332000.0,147.6,118.08,29.52,5,new,unfurnished,,5,5,,Mirzo-Ulug‘bek,False,https://www.olx.uz/d/oz/obyavlenie/nrg-voha-sotuvda-5-xonalik-korobka-ciolkovskiy-kochasi-mirzo-ulugbek-ID432du.html
661,77000.0,52.73,42.18,10.55,2,new,unfurnished,,6,14,,Mirzo-Ulug‘bek,False,https://www.olx.uz/d/oz/obyavlenie/oz-mahal-sotuvda-2-xonalik-korobka-katta-darxon-novomoskovskiy-ID41g8r.html
662,77000.0,60.0,48.0,12.0,2,new,unfurnished,,4,10,,Yashnobod,False,https://www.olx.uz/d/oz/obyavlenie/2-xona-yangiobod-bozor-ID3ZYOG.html
663,82000.0,70.0,70.0,14.0,3,new,unfurnished,private,3,8,2023.0,Shayxontohur,False,https://www.olx.uz/d/oz/obyavlenie/prodaetsya-3-komnatnaya-kvartira-or-r-stroy-mart-ID42ZU6.html
664,66000.0,68.0,68.0,25.0,2,new,unfurnished,shared,8,10,2023.0,Uchtepa,False,https://www.olx.uz/d/oz/obyavlenie/uchtepa-tumani-uy-sotiladi-2-8-10-eski-uy-bozir-ornida-qurilga-68-8-kv-ID43pdj.html
665,45000.0,54.0,44.0,8.0,3,new,furnished,private,2,4,2021.0,Nazarbek,False,https://www.olx.uz/d/oz/obyavlenie/uy-sotiladi-nazarbekda-ID43z1M.html
666,77000.0,60.0,48.0,12.0,2,new,unfurnished,,4,10,,Yashnobod,False,https://www.olx.uz/d/oz/obyavlenie/2-xona-yangiobod-bozor-ID3ZYOG.html
667,175000.0,55.0,44.0,11.0,2,new,furnished,,7,14,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/skyline-towers-sotuvda-2-xonalik-uy-remont-mirobod-nukus-kochasi-ID3SQJS.html
668,500000.0,182.0,145.6,36.4,4,new,furnished,,7,7,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/gabus-sotuvda-4-xonalik-uy-remont-taras-shevchenko-broccoli-ID3T2b1.html
669,21525.0,35.0,28.0,7.0,1,new,unfurnished,,12,12,,Yunusobod,False,https://www.olx.uz/d/oz/obyavlenie/orzuyingizdagi-yangi-uy-615-m-dan-biznes-klass-ID44uOY.html
670,185000.0,100.0,80.0,20.0,3,new,furnished,,2,9,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/solaris-sotuvda-3-xonalik-uy-remont-qushbegi-massivi-yakkasaroy-ID44q0a.html
671,300000.0,175.0,140.0,35.0,4,new,furnished,,2,5,,Mirzo-Ulug‘bek,False,https://www.olx.uz/d/oz/obyavlenie/botanica-de-luxe-sotuvda-4-xonalik-uy-remont-botanika-bogi-ID44bmk.html
672,33202.0,35.4,28.32,7.08,1,new,unfurnished,shared,9,16,,Yunusobod,False,https://www.olx.uz/d/oz/obyavlenie/or-r-19-kvartal-yunusbad-monolitnyj-dom-ocean-1-komnatnaya-35-4m2-9-etazh-ID40ViR.html
673,100000.0,30.0,24.0,6.0,1,new,unfurnished,,3,51,,Shayxontohur,False,https://www.olx.uz/d/oz/obyavlenie/nest-one-sotuvda-1-xonalik-korobka-tashkent-city-shayxontohur-ID43XLo.html
674,97000.0,57.0,45.6,11.4,2,new,unfurnished,,4,10,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/seoul-mun-sotuvda-2-xonalik-korobka-yakkasaroy-tumani-ID43uWe.html
675,157999.0,70.0,56.0,14.0,2,new,unfurnished,private,23,44,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/srochno-yakkasaraj-piramit-tower-premium-2kom-70m2-tekstilnyj-most-ID43Jz2.html
676,17500.0,35.39,35.39,35.39,1,new,unfurnished,private,8,10,2024.0,Chirchiq,False,https://www.olx.uz/d/oz/obyavlenie/karvon-bozorda-yanqi-qurilgan-uylarda-1-2-xonalik-uylarimiz-bor-ID44lwQ.html
677,142000.0,110.0,110.0,22.0,4,new,unfurnished,private,6,10,,Olmazor,False,https://www.olx.uz/d/oz/obyavlenie/navastryoka-dom-sotiladi-lyuks-remont-kvartira-ID44qwZ.html
678,68000.0,70.0,70.0,12.0,3,new,furnished,private,1,4,2019.0,Eshonguzar,False,https://www.olx.uz/d/oz/obyavlenie/3-xona-razdelni-68-min-sotiladi-srochniy-birinchi-etaj-ID44u8p.html
679,54999.0,47.0,37.6,9.4,2,new,unfurnished,shared,3,10,,Mirzo-Ulug‘bek,False,https://www.olx.uz/d/oz/obyavlenie/srochno-parkent-avenue-2kom-korobka-47m2-parkentskij-arzon-ID43JxF.html
680,820000.0,296.0,236.8,59.2,6,new,unfurnished,,9,10,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/mirabad-avenue-sotuvda-6-xonalik-korobka-pentxaus-kunaev-kochasi-ID3XiW8.html
681,175000.0,110.0,88.0,22.0,3,new,furnished,,6,9,,Yunusobod,False,https://www.olx.uz/d/oz/obyavlenie/real-house-sotuvda-3-xonalik-uy-remont-c-2-darxon-basri-baba-ID41X5H.html
682,178000.0,280.0,240.0,56.0,5,new,unfurnished,,7,8,,Yunusobod,False,https://www.olx.uz/d/oz/obyavlenie/srochno-eng-arzonnovostrojka-evro-dupleks5-7-8-240m2-40m2-terrasa-ID3V2Ar.html
683,160000.0,131.0,104.8,26.2,3,new,furnished,shared,5,8,,Mirzo-Ulug‘bek,False,https://www.olx.uz/d/oz/obyavlenie/sotuvda-novostroyka-3-xonalik-uy-remont-parkent-kochasi-ID3Sgfi.html
684,355000000.0,52.0,52.0,12.0,2,new,unfurnished,private,7,9,,To'ytepa,False,https://www.olx.uz/d/oz/obyavlenie/turar-joy-majmuasi-nurafshondan-arzon-narxlarda-ID42onh.html
685,117000.0,56.0,44.8,11.2,2,new,furnished,,2,10,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/seoul-mun-sotuvda-2-xonalik-uy-remont-next-yakkasaroy-tumani-ID41Qni.html
686,125000.0,46.0,36.8,9.2,2,new,furnished,,8,9,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/mirabad-city-sotuvda-2-xonalik-uy-remont-nukus-kochasi-ID43xTe.html
687,179999.0,123.0,98.4,24.6,4,new,unfurnished,private,6,10,,Yunusobod,False,https://www.olx.uz/d/oz/obyavlenie/srochno-muhtasham-premium-4kom-korobka-123m2-alajskij-minor-ID43uGv.html
688,158000.0,65.0,52.0,13.0,3,new,furnished,,2,12,,Mirzo-Ulug‘bek,False,https://www.olx.uz/d/oz/obyavlenie/nrg-mirzo-ulugbek-sotuvda-3-xonalik-uy-remont-boz-bozor-ID43UwE.html
689,1000.0,131.0,104.8,26.2,3,new,unfurnished,,5,10,,Olmazor,False,https://www.olx.uz/d/oz/obyavlenie/kvartira-srochna-sotiladi-131-m2-ID43cxk.html
690,54000.0,60.0,60.0,12.0,2,new,furnished,shared,1,16,,Sirg‘ali,False,https://www.olx.uz/d/oz/obyavlenie/xonobod-residence-2xona-ipoteka-kredit-yoki-subsidiya-naqd-ID43K8W.html
691,66000.0,70.0,56.0,14.0,2,new,furnished,shared,5,7,,Sirg‘ali,False,https://www.olx.uz/d/oz/obyavlenie/sergeli-6a-2-5-7-obshhaya-ploshhad-70-kv-m-s-mebelyu-i-texnikoj-ID390Vb.html
692,155000.0,51.0,40.8,10.2,2,new,furnished,,23,27,,Shayxontohur,False,https://www.olx.uz/d/oz/obyavlenie/nrg-u-tower-sotuvda-2-xonalik-uy-remont-xalqlar-dostligi-shayxontohur-ID43Uv8.html
693,87000.0,53.0,42.4,10.6,2,new,unfurnished,,3,8,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/greenwich-sotuvda-2-xonalik-uy-remont-uzbum-mirobod-ID41OQz.html
694,173000.0,123.0,98.4,24.6,3,new,unfurnished,,6,10,,Yunusobod,False,https://www.olx.uz/d/oz/obyavlenie/muhtasham-sotuvda-3-xonalik-korobka-moliya-instituti-minor-metro-ID430ap.html
695,125000.0,47.39,37.91,9.48,1,new,unfurnished,,13,16,,Yashnobod,False,https://www.olx.uz/d/oz/obyavlenie/infinity-sotuvda-1-xonalik-korobka-c-1-sodiq-azimov-kochasi-ID42Zxl.html
696,215000.0,117.0,93.6,23.4,3,new,furnished,,7,8,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/novostroyka-sotuvda-3-xonalik-uy-remont-rakat-mahalla-yakkasaroy-ID40PO0.html
697,223999.0,80.0,64.0,16.0,3,new,unfurnished,private,8,12,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/arzon-mirabad-avenue-3kom-80m2-gospitalka-ojbek-gostinica-rossiya-ID43iV1.html
698,75000.0,53.0,42.4,10.6,2,new,furnished,shared,6,11,,Yashnobod,False,https://www.olx.uz/d/oz/obyavlenie/sotiladi-novostrojka-sky-builds-ryadom-lisunova-53m2-haqiqiy-arzon-ID43Jgb.html
699,117000.0,70.0,56.0,14.0,3,new,furnished,shared,9,10,,Yashnobod,False,https://www.olx.uz/d/oz/obyavlenie/arzon-zhk-new-life-3kom-70m2-ul-maxtumkuli-haqiqiy-podklyuch-ID43kbf.html
700,100000.0,30.0,24.0,6.0,1,new,unfurnished,shared,3,51,,Shayxontohur,False,https://www.olx.uz/d/oz/obyavlenie/sotiladi-novostrojka-nest-one-tashkent-sitj-druzhba-30m2-haqiqiy-ID43J0q.html
701,123999.0,83.0,66.4,16.6,3,new,unfurnished,shared,7,9,,Shayxontohur,False,https://www.olx.uz/d/oz/obyavlenie/srochno-arzon-narxda-koh-ota-3kom-83m2-labzakom-i-rivera-mechetyu-ID42Sa0.html
702,162000000.0,36.0,36.0,9.0,1,new,unfurnished,private,10,16,,Chirchiq,False,https://www.olx.uz/d/oz/obyavlenie/novostrojka-global-house-hayot-residence-ID43vOV.html
703,280000000.0,43.0,40.0,10.0,1,new,unfurnished,private,3,9,,To'ytepa,False,https://www.olx.uz/d/oz/obyavlenie/toshkent-viloyat-markazidan-xonadon-egasi-boling-xalol-nasiya-savdo-ID3S2Zo.html
704,512000000.0,58.0,58.0,14.0,2,new,unfurnished,,14,16,,Yashnobod,False,https://www.olx.uz/d/oz/obyavlenie/navastrojka-2-14-16-korobka-kvartira-okolo-roxat-metro-v-yashnobode-ID43ErX.html
705,175000.0,131.0,104.8,26.2,3,new,unfurnished,,22,25,,Mirzo-Ulug‘bek,False,https://www.olx.uz/d/oz/obyavlenie/akay-city-sotuvda-3-xonalik-korobka-h-olimjon-k-niyozov-kochasi-ID43Cme.html
706,315000.0,125.0,100.0,25.0,4,new,furnished,,7,8,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/parisien-sotuvda-4-xonalik-uy-remont-muqimiy-yakkasaroy-ID43Cr5.html
707,285000.0,80.0,64.0,16.0,3,new,furnished,shared,5,6,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/srochno-uy-sotiladi-3-5-6-80m2-mirobod-avenue-turar-joy-majmuasi-ID43GLr.html
708,105000.0,87.0,69.6,17.4,3,new,furnished,,8,8,,Mirzo-Ulug‘bek,False,https://www.olx.uz/d/oz/obyavlenie/oq-saroy-sotuvda-3-xonalik-uy-remont-parkentskiy-makro-ID43GcY.html
709,112000.0,35.0,28.0,7.0,1,new,unfurnished,shared,10,26,,Shayxontohur,False,https://www.olx.uz/d/oz/obyavlenie/srochno-u-tower-nrg-1-kom-35m2-druzhba-narodov-tashkent-sitj-arzon-ID43htH.html
710,380000.0,124.0,99.2,24.8,3,new,unfurnished,,8,12,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/mirabad-avenue-sotuvda-3-xonalik-korobka-kunaev-kochasi-ID43IJC.html
711,150000.0,90.0,72.0,18.0,3,new,furnished,,13,14,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/prestige-gardens-sotuvda-3-xonalik-uy-remont-shota-rustaveli-kochasi-ID41MFg.html
712,96000.0,58.0,46.4,11.6,2,new,furnished,,8,10,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/solaris-sotuvda-2-xonalik-uy-remont-qushbegi-massivi-yakkasaroy-ID3W2cG.html
713,102000.0,75.0,60.0,15.0,3,new,furnished,private,5,9,,Yashnobod,False,https://www.olx.uz/d/oz/obyavlenie/novostrojka-ul-maxtumkuli-75m2-new-life-haqiqiy-ID43JuA.html
714,159999.0,40.0,32.0,8.0,2,new,unfurnished,private,20,23,,Shayxontohur,False,https://www.olx.uz/d/oz/obyavlenie/prodaetsya-nest-one-premium-2kom-40m2-tashkent-sitj-druzhba-narodov-ID43Jod.html
715,162000000.0,36.0,36.0,9.0,1,new,unfurnished,private,10,16,,Chirchiq,False,https://www.olx.uz/d/oz/obyavlenie/novostrojka-global-house-hayot-residence-ID43vOV.html
716,80000.0,88.0,75.0,10.0,3,new,unfurnished,private,5,7,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/3-xonali-kvartira-sotiladi-88-mkv-ID434fh.html
717,512000000.0,58.0,58.0,14.0,2,new,unfurnished,,14,16,,Yashnobod,False,https://www.olx.uz/d/oz/obyavlenie/navastrojka-2-14-16-korobka-kvartira-okolo-roxat-metro-v-yashnobode-ID43ErX.html
718,144999.0,72.0,57.6,14.4,3,new,furnished,shared,4,21,,Mirzo-Ulug‘bek,False,https://www.olx.uz/d/oz/obyavlenie/srochno-prodaetsya-akay-city-haqiqiy-3kom-72m2-akaj-siti-podklyuch-ID41Aqf.html
719,72000.0,50.0,46.0,15.0,1,new,furnished,shared,3,10,2021.0,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/kvartira-prodayets-ID3mzQW.html
720,53000.0,55.0,44.0,11.0,2,new,furnished,,3,16,2021.0,Sirg‘ali,False,https://www.olx.uz/d/oz/obyavlenie/metro-4-bekat-sergeli-10-xududda-2-3-16-mebel-texnika-55-m-53-00-ID43o8B.html
721,76500.0,43.0,34.4,8.6,1,new,furnished,shared,2,16,,Shayxontohur,False,https://www.olx.uz/d/oz/obyavlenie/kvartira-novostrojka-chaqar-kora-tosh-43m2-haqiqiy-srochno-ID43J5N.html
722,190000000.0,80.0,78.0,15.0,3,new,unfurnished,private,8,9,,To'ytepa,False,https://www.olx.uz/d/oz/obyavlenie/novostrojka-yangi-shaxar-azhojib-3-xonadonlar-sotuvda-yangi-ujlar-ID42poL.html
723,50300.0,46.0,36.8,9.2,2,new,furnished,shared,7,7,,Sirg‘ali,False,https://www.olx.uz/d/oz/obyavlenie/sotiladi-novostrojka-sergeli-5a-2-7-7-srochno-ID43pJP.html
724,54000.0,55.0,44.0,11.0,2,new,furnished,,11,16,2022.0,Sirg‘ali,False,https://www.olx.uz/d/oz/obyavlenie/metro-4-bekat-sergeli-10-xududda-2-xona-55-m-mebel-texnika-54-000-ID43rm3.html
725,41800.0,36.0,36.0,8.0,1,new,furnished,private,5,7,2019.0,Sirg‘ali,False,https://www.olx.uz/d/oz/obyavlenie/sergeli-yangi-choshtepa-1-xona-sotiladi-ID43O7b.html
726,51000.0,50.0,40.0,6.0,3,new,furnished,private,7,7,2020.0,Sirg‘ali,False,https://www.olx.uz/d/oz/obyavlenie/sergeli-6-a-novastroyka-2-7-7-51-000-ID3U9uB.html
727,360000.0,114.0,91.2,22.8,3,new,unfurnished,,4,9,,Shayxontohur,False,https://www.olx.uz/d/oz/obyavlenie/gardens-sotuvda-3-xonalik-korobka-tashkent-city-shayxontohur-ID43laK.html
728,66000.0,68.0,68.0,25.0,2,new,unfurnished,shared,8,10,2023.0,Uchtepa,False,https://www.olx.uz/d/oz/obyavlenie/uchtepa-tumani-uy-sotiladi-2-8-10-eski-uy-bozir-ornida-qurilga-68-8-kv-ID43pdj.html
729,180000.0,173.0,138.4,34.6,3,new,furnished,shared,8,8,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/prodaetsya-3-komnatnaya-kvartira-173-kv-m-yakkasarajskij-rajon-tashkent-ID441vd.html
730,42500.0,52.0,50.0,10.4,1,new,unfurnished,private,4,8,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/furqat-plaza-1-ID417qg.html
731,103000.0,75.93,50.4,10.0,3,new,unfurnished,private,6,9,2019.0,Chilonzor,False,https://www.olx.uz/d/oz/obyavlenie/oqtepa-sohil-boyi-ID43QJh.html
732,235000.0,133.0,106.4,26.6,3,new,furnished,shared,7,10,,Yunusobod,False,https://www.olx.uz/d/oz/obyavlenie/novostroyka-c-6-sotuvda-3-xonalik-uy-remont-gentlemens-pub-ID3SsaV.html
733,64000.0,74.0,62.0,12.0,1,new,unfurnished,private,7,9,1980.0,Sirg‘ali,False,https://www.olx.uz/d/oz/obyavlenie/sergeli-7-4-metroga-yakin-74kvadrat-2-7-9-ipoteka-buladi-ID3P809.html
734,180000000.0,79.0,75.0,12.0,3,new,unfurnished,private,8,9,,To'ytepa,False,https://www.olx.uz/d/oz/obyavlenie/navastrojka-yangi-shaxar-azhojib-3-xonadonlar-sotuvda-ID42pf6.html
735,163600.0,83.0,66.4,16.6,3,new,unfurnished,private,11,11,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/srochno-yakkasaraj-zarafshon-city-3kom-83m2-bobura-piramid-arzon-ID43pS5.html
736,127000.0,66.0,52.8,13.2,3,new,unfurnished,,3,13,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/parkwood-sotuvda-3-xonalik-korobka-nukus-kochasi-mirobod-ID43Gdz.html
737,97999.0,96.0,76.8,19.2,3,new,furnished,shared,8,10,,Yashnobod,False,https://www.olx.uz/d/oz/obyavlenie/srochno-arzon-poytaxt-residence-ul-maxtumkuli-haqiqiy-96m2-eng-arzon-ID42Sn4.html
738,74000.0,68.0,64.0,2.0,3,new,furnished,shared,3,4,1990.0,Yashnobod,True,https://www.olx.uz/d/oz/obyavlenie/srochna-sotiladi-zor-uy-hamyon-bob-narhda-hamma-narsalar-bor-ID3S8rQ.html
739,145000.0,104.0,83.2,20.8,3,new,unfurnished,private,10,11,,Yunusobod,False,https://www.olx.uz/d/oz/obyavlenie/muhtasham-3kom-korobka-104m2-alajskij-minor-metro-c5-arzon-ID42UfV.html
740,175000.0,72.0,57.6,14.4,3,new,unfurnished,,10,15,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/srochno-uy-sotiladi-3-10-15-72m2-infinity-turar-joy-majmuasi-ID42Xcd.html
741,66000.0,70.0,56.0,14.0,2,new,furnished,shared,5,7,,Sirg‘ali,False,https://www.olx.uz/d/oz/obyavlenie/sergeli-6a-2-5-7-obshhaya-ploshhad-70-kv-m-s-mebelyu-i-texnikoj-ID390Vb.html
742,109000.0,120.0,120.0,10.0,6,new,furnished,private,2,2,2020.0,Sirg‘ali,True,https://www.olx.uz/d/oz/obyavlenie/kivartira-sotiladi-sirgli-120-mk-ID3XyHk.html
743,142000.0,110.0,110.0,22.0,4,new,unfurnished,private,6,10,,Olmazor,False,https://www.olx.uz/d/oz/obyavlenie/navastryoka-dom-sotiladi-lyuks-remont-kvartira-ID44qwZ.html
744,106999.0,75.98,60.78,15.2,3,new,unfurnished,shared,7,9,,Shayxontohur,False,https://www.olx.uz/d/oz/obyavlenie/arzon-koh-ota-3kom75-98m2-po-1400-u-e-mechet-kox-ota-sebzar-haqiqiy-ID420wY.html
745,119900.0,110.0,105.0,19.0,3,new,furnished,private,5,10,2024.0,Olmazor,False,https://www.olx.uz/d/oz/obyavlenie/sagbon-supper-dom-3xona-lyuks-remont-70-tajjor-ID40dDl.html
746,6000000.0,65.0,65.0,12.0,3,new,unfurnished,private,8,9,,To'ytepa,False,https://www.olx.uz/d/oz/obyavlenie/sdaetsya-kvartiri-3-komnatnaya-elit-kompleks-nurafshon-city-house-ID41FMx.html
747,63600.0,60.0,60.0,12.0,2,new,unfurnished,private,4,10,,Yashnobod,False,https://www.olx.uz/d/oz/obyavlenie/srochnozhk-baku-residence-novostrojka-2-4-10-60m2-or-uzbum-ID44p70.html
748,129000.0,93.0,74.4,18.6,3,new,unfurnished,,3,9,,Mirzo-Ulug‘bek,False,https://www.olx.uz/d/oz/obyavlenie/srochno-xonadon-sotiladi-3-3-9-93m2-nrg-qorasuv-turar-joy-majmuasi-ID42QkP.html
749,65999.0,42.0,33.6,8.4,1,new,unfurnished,shared,10,16,,Shayxontohur,False,https://www.olx.uz/d/oz/obyavlenie/srochno-chaqar-uzbegim-1kom-42m2-kora-tosh-media-park-arzon-ID43fC5.html
750,88800.0,70.0,56.0,14.0,3,new,furnished,shared,4,5,2020.0,Yashnobod,False,https://www.olx.uz/d/oz/obyavlenie/kvartira-sotiladi-ID3Y2cc.html
751,350000.0,80.5,64.4,16.1,3,new,furnished,,7,10,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/mirabad-avenue-sotuvda-3-xonalik-uy-remont-kunaev-kochasi-ID43kYf.html
752,270000.0,155.0,124.0,31.0,4,new,furnished,,6,7,,Yashnobod,False,https://www.olx.uz/d/oz/obyavlenie/novostroyka-sotuvda-4-xonalik-uy-remont-sodiq-azimov-kochasi-ID410GL.html
753,170000.0,52.0,41.6,10.4,2,new,furnished,shared,6,12,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/nrg-oybek-sotuvda-2-xonalik-uy-remont-mirobod-tumani-ID3W21A.html
754,54000.0,60.0,60.0,12.0,2,new,furnished,shared,1,16,,Sirg‘ali,False,https://www.olx.uz/d/oz/obyavlenie/xonobod-residence-2xona-ipoteka-kredit-yoki-subsidiya-naqd-ID43K8W.html
755,82000.0,70.0,70.0,14.0,3,new,unfurnished,private,3,8,2023.0,Shayxontohur,False,https://www.olx.uz/d/oz/obyavlenie/prodaetsya-3-komnatnaya-kvartira-or-r-stroy-mart-ID42ZU6.html
756,45000.0,54.0,44.0,8.0,3,new,furnished,private,2,4,2021.0,Nazarbek,False,https://www.olx.uz/d/oz/obyavlenie/uy-sotiladi-nazarbekda-ID43z1M.html
757,117000.0,38.0,30.4,7.6,1,new,furnished,,9,27,,Shayxontohur,False,https://www.olx.uz/d/oz/obyavlenie/nrg-u-tower-sotuvda-1-xonalik-uy-remont-xalqlar-dostligi-shayxontohur-ID3VbGk.html
758,192500.0,104.0,83.2,20.8,4,new,furnished,shared,2,14,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/srochno-arzon-zarafshan-city-4kom-104m2-trc-pyramit-kafe-bon-ID43JAG.html
759,115000.0,42.0,33.6,8.4,1,new,furnished,,8,12,,Mirzo-Ulug‘bek,False,https://www.olx.uz/d/oz/obyavlenie/nrg-mirzo-ulugbek-sotuvda-1-xonalik-uy-remont-sayram-kochasi-ID3Powv.html
760,75000.0,85.0,68.0,17.0,3,new,unfurnished,private,4,7,,Sirg‘ali,False,https://www.olx.uz/d/oz/obyavlenie/sotiladi-novostrojka-sergeli-6a-3-4-7-ipoteka-xam-kilsa-buladi-ID43pNx.html
761,175000.0,120.0,96.0,24.0,3,new,furnished,,7,10,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/solaris-sotuvda-3-xonalik-uy-remont-qushbegi-yakkasaroy-ID44gmr.html
762,163000.0,47.0,37.6,9.4,1,new,furnished,shared,8,16,,Yashnobod,False,https://www.olx.uz/d/oz/obyavlenie/infinity-sotuvda-1-xonalik-uy-remont-sodiq-azimov-kochasi-efendi-ID3RUTG.html
